norma_id,norma_tipo,norma_numero,norma_nombre,norma_organismo_origen,norma_fecha_sancion,norma_fecha_boletin,norma_numero_boletin,norma_pagina_boletin,norma_texto_resumido,norma_observaciones,norma_url_original,norma_url_texto_actual,norma_modificada_por,norma_modifica_a,norma_region
,,,,,,,,,,,,,,,
