opcion_eleccion_id,opcion_region_id,opcion_region_nombre,opcion_partido_id,opcion_partido_nombre,opcion_candidato_id,opcion_candidato_nombre,opcion_candidato_votos,resultado_elegido,resultado_orden
,,,,,,,,Si/No,
